Date,Close,Technical_Strength,Technical_Strength_Signal,Volume,Hdd,Inventory_Bcf,Return,Hist_Vol,Inventory_Bcf_lag3,Hdd_ma30,Inventory_ma30,Hdd_cumsum,Inventory_cumsum,Volume_ma30,Volume_cumsum
2010-02-16,5.309999942779541,0.10573077442150909,0.38021228730375867,140885,32.0,1982.75,-0.02889539031537447,0.7826829890630295,2101.2,32.333333333333336,2472.891666666667,970.0,74186.75,118095.43333333333,3542863
2010-02-17,5.386000156402588,0.14449258751938154,0.3804610440279901,91203,30.0,1939.5,0.0143126580870101,0.7806257271235584,2063.6,32.03333333333333,2442.5416666666665,1000.0,76126.25,118506.93333333333,3634066
2010-02-18,5.171999931335449,0.057630859836172416,0.3790475122661318,118534,28.0,1896.25,-0.039732680811890964,0.7817473112050348,2026.0,31.7,2410.75,1028.0,78022.5,119141.66666666667,3752600
2010-02-19,5.044000148773193,0.011082682600485049,0.37228842162049397,96759,28.0,1853.0,-0.024748604845631794,0.7814525931370132,1982.75,31.433333333333334,2377.516666666667,1056.0,79875.5,117679.93333333333,3849359
2010-02-22,4.894999980926514,-0.09862492840365653,0.36370474439206296,78058,28.0,1830.0,-0.029540079986500323,0.7818429002660573,1939.5,31.166666666666668,2343.516666666667,1084.0,81705.5,115778.1,3927417
2010-02-23,4.777999877929688,-0.13802381843608533,0.35172124518145864,66648,30.0,1807.0,-0.023901961890238854,0.7819894378505742,1896.25,30.866666666666667,2308.75,1114.0,83512.5,114627.93333333333,3994065
2010-02-24,4.815999984741211,-0.13166730402156043,0.336379827844531,89828,31.0,1784.0,0.007953141017656984,0.7813479264141059,1853.0,30.666666666666668,2274.836666666667,1145.0,85296.5,113595.83333333333,4083893
2010-02-25,4.767000198364258,-0.12719833213566162,0.3215013984742028,84370,31.0,1761.0,-0.010174374279942278,0.7801819137515524,1830.0,30.566666666666666,2241.7766666666666,1176.0,87057.5,112743.8,4168263
2010-02-26,4.813000202178955,-0.12011858228856949,0.3046747669287332,69232,30.0,1738.0,0.009649675246600875,0.7802142389320365,1807.0,30.5,2209.57,1206.0,88795.5,109771.96666666666,4237495
2010-03-01,4.678999900817871,-0.12221611423769937,0.2883382216207796,89836,26.0,1715.8,-0.02784132468983047,0.7802714325891519,1784.0,30.4,2178.2433333333333,1232.0,90511.3,107406.73333333334,4327331
2010-03-02,4.708000183105469,-0.11458729074082871,0.2730728177888638,85649,27.0,1693.6,0.006197965997504884,0.7801833265117911,1761.0,30.433333333333334,2147.7966666666666,1259.0,92204.90000000001,106748.16666666667,4412980
