Date,Close,Technical_Strength,Technical_Strength_Signal,Inventory_Bcf,Hist_Vol,Inventory_Bcf_lag3,Hdd_ma30,Inventory_ma30,Hdd_cumsum,Inventory_cumsum,Volume_ma30,Volume_cumsum
2025-03-12,4.084000110626221,0.4130974732411808,0.4216908113863252,1703.4,0.8168648339813195,1698.0,26.1,2010.256666666667,47953.0,10528128.8,206611.66666666663,533826402
2025-03-13,4.111000061035156,0.3980178514682437,0.4132718610041099,1705.2,0.8159692128868301,1699.8,25.8,1984.8766666666668,47969.0,10529834.0,208586.03333333333,534053473
2025-03-14,4.104000091552734,0.4347472608341959,0.4086457033907554,1707.0,0.6745160341276425,1701.6,25.433333333333334,1960.7166666666667,47984.0,10531541.0,206674.8333333333,534197878
2025-03-17,4.01800012588501,0.3649778280638669,0.4045044064871391,1714.4,0.6798722967658726,1703.4,25.2,1937.9633333333331,48002.0,10533255.4,207179.8333333333,534351240
2025-03-18,4.052000045776367,0.3974709955775993,0.4023869536106814,1721.8,0.6277109458307023,1705.2,25.0,1916.1233333333328,48018.0,10534977.2,203786.96666666667,534522964
2025-03-19,4.247000217437744,0.4122517128724877,0.3990671685902029,1729.2,0.6286763342714835,1707.0,24.666666666666668,1895.1966666666667,48033.0,10536706.4,202679.2333333333,534672263
2025-03-20,3.974999904632568,0.3906875745363585,0.3954896772774042,1736.6,0.6607649339406237,1714.4,24.366666666666667,1875.1833333333332,48052.0,10538443.0,203201.76666666663,534858195
2025-03-21,3.9800000190734863,0.3220596811711912,0.3908836606473446,1744.0,0.6603680901875658,1721.8,24.166666666666668,1856.0833333333333,48072.0,10540187.0,201455.13333333333,534983468
2025-03-24,3.9140000343322754,0.2554594612440677,0.3858497923320281,1749.8,0.6555686828636101,1729.2,23.866666666666667,1837.8433333333332,48089.0,10541936.8,197798.1,535062455
2025-03-25,3.839999914169312,0.2248859909701408,0.3775567065264216,1755.6,0.6509816141982933,1736.6,23.3,1821.1033333333328,48103.0,10543692.4,192676.9333333333,535112744
2025-03-26,3.861000061035156,0.1876452888813986,0.3674994477960153,1761.4,0.6488004534676117,1744.0,22.666666666666668,1805.8633333333332,48119.0,10545453.8,187129.9,535165495
2025-03-27,3.950000047683716,0.1996859060060704,0.3578447569138775,1767.2,0.6507187372579314,1749.8,22.066666666666663,1792.1233333333332,48135.0,10547221.0,186703.0,535347413
2025-03-28,4.065000057220459,0.2268612424002503,0.3490869615291486,1773.0,0.6536241848840152,1755.6,21.33333333333333,1779.8833333333334,48147.0,10548994.0,182385.06666666668,535523774
