Date,Close,Technical_Strength,Technical_Strength_Signal,Volume,Hdd,Inventory_Bcf,Return,Hist_Vol,Inventory_Bcf_lag3,Hdd_ma30,Inventory_ma30,Hdd_cumsum,Inventory_cumsum,Volume_ma30,Volume_cumsum
2010-02-16,5.309999942779541,0.10573077442150909,0.38021228730375867,140885,32.0,1982.75,-0.029321082523951256,0.491288283362327,2101.2,32.333333333333336,2472.891666666667,970.0,74186.75,118095.43333333333,3542863
2010-02-17,5.386000156402588,0.14449258751938154,0.3804610440279901,91203,30.0,1939.5,0.014211198950268086,0.4644692411229218,2063.6,32.03333333333333,2442.5416666666665,1000.0,76126.25,118506.93333333333,3634066
2010-02-18,5.171999931335449,0.057630859836172416,0.3790475122661318,118534,28.0,1896.25,-0.04054357579473219,0.46276642404209767,2026.0,31.7,2410.75,1028.0,78022.5,119141.66666666667,3752600
2010-02-19,5.044000148773193,0.011082682600485049,0.37228842162049397,96759,28.0,1853.0,-0.025060000035647727,0.4211786659900551,1982.75,31.433333333333334,2377.516666666667,1056.0,79875.5,117679.93333333333,3849359
2010-02-22,4.894999980926514,-0.09862492840365653,0.36370474439206296,78058,28.0,1830.0,-0.029985175511805212,0.4187842742519513,1939.5,31.166666666666668,2343.516666666667,1084.0,81705.5,115778.1,3927417
2010-02-23,4.777999877929688,-0.13802381843608533,0.35172124518145864,66648,30.0,1807.0,-0.0241922487307438,0.42207135149849745,1896.25,30.866666666666667,2308.75,1114.0,83512.5,114627.93333333333,3994065
2010-02-24,4.815999984741211,-0.13166730402156043,0.336379827844531,89828,31.0,1784.0,0.007921681482961065,0.4000101994400012,1853.0,30.666666666666668,2274.836666666667,1145.0,85296.5,113595.83333333333,4083893
2010-02-25,4.767000198364258,-0.12719833213566162,0.3215013984742028,84370,31.0,1761.0,-0.010226487003509664,0.3907532320421452,1830.0,30.566666666666666,2241.7766666666666,1176.0,87057.5,112743.8,4168263
2010-02-26,4.813000202178955,-0.12011858228856949,0.3046747669287332,69232,30.0,1738.0,0.009603414493161396,0.3827850077967974,1807.0,30.5,2209.57,1206.0,88795.5,109771.96666666666,4237495
2010-03-01,4.678999900817871,-0.12221611423769937,0.2883382216207796,89836,26.0,1715.8,-0.028236241641031445,0.38403450860271243,1784.0,30.4,2178.2433333333333,1232.0,90511.3,107406.73333333334,4327331
2010-03-02,4.708000183105469,-0.11458729074082871,0.2730728177888638,85649,27.0,1693.6,0.006178837603653014,0.37898565026406467,1761.0,30.433333333333334,2147.7966666666666,1259.0,92204.90000000001,106748.16666666667,4412980
2010-03-03,4.756999969482422,-0.12558730409226912,0.2564533694787143,66167,27.0,1671.4,0.010353982744405141,0.3782123145997478,1738.0,30.466666666666665,2117.326666666667,1286.0,93876.3,103942.83333333333,4479147
2010-03-04,4.574999809265137,-0.11435001488969398,0.24069262799079208,102372,26.0,1649.2,-0.039010553998041944,0.3904669268390759,1715.8,30.433333333333334,2086.8333333333335,1312.0,95525.5,104945.96666666666,4581519
2010-03-05,4.5929999351501465,-0.10655667659560426,0.22497918604897674,64872,26.0,1627.0,0.0039267341875728265,0.3829668271691634,1693.6,30.4,2056.3166666666666,1338.0,97152.5,103256.23333333334,4646391
2010-03-08,4.526999950408936,-0.10404909822672911,0.21021177759086473,68080,21.0,1624.4,-0.014473933725063977,0.36173248540479674,1671.4,30.233333333333334,2026.43,1359.0,98776.9,102057.63333333333,4714471
2010-03-09,4.515999794006348,-0.10118258055931596,0.19568122388832893,74653,19.0,1621.8,-0.0024328568260810514,0.36121679995919354,1649.2,30.066666666666666,1997.2233333333331,1378.0,100398.7,101702.93333333333,4789124
2010-03-10,4.559000015258789,-0.10025823483170503,0.18088074276412033,95843,18.0,1619.2,0.00947670390503283,0.34933057656903277,1627.0,29.666666666666668,1968.6966666666667,1396.0,102017.9,102709.53333333334,4884967
2010-03-11,4.440000057220459,-0.10231713453989469,0.16556712633963122,98139,17.0,1616.6,-0.02644891524663991,0.340676282805925,1624.4,29.2,1940.85,1413.0,103634.5,102330.73333333334,4983106
2010-03-12,4.400000095367432,-0.09664818392912293,0.15002682530053144,56909,18.0,1614.0,-0.009049826732992521,0.3353496324730862,1621.8,28.733333333333334,1913.6833333333334,1431.0,105248.5,100660.76666666666,5040015
2010-03-15,4.390999794006348,-0.09355508546521708,0.13546053038522055,101163,18.0,1616.4,-0.002047617931749163,0.3352880167309918,1619.2,28.066666666666666,1887.3633333333335,1449.0,106864.9,101376.9,5141178
2010-03-16,4.3470001220703125,-0.06213304555708436,0.12453016876887288,106939,16.0,1618.8,-0.0100709645787203,0.2780129668730119,1616.6,27.433333333333334,1862.4033333333332,1465.0,108483.7,101404.8,5248117
2010-03-17,4.302999973297119,-0.05912862872536016,0.11294007319931039,80233,15.0,1621.2,-0.010173532437342163,0.2760930520490396,1614.0,26.866666666666667,1838.8033333333333,1480.0,110104.9,100582.0,5328350
2010-03-18,4.085000038146973,-0.06618481591073369,0.10310265063814422,153905,14.0,1623.6,-0.05199071000054945,0.30413711661371967,1616.4,26.3,1816.5633333333333,1494.0,111728.5,102472.06666666667,5482255
2010-03-19,4.169000148773193,-0.036033429882945854,0.09018148874416448,74118,14.0,1626.0,0.020354496933971362,0.31526672122105914,1618.8,25.733333333333334,1795.6833333333334,1508.0,113354.5,100531.56666666667,5556373
2010-03-22,4.078999996185303,-0.06419217304781545,0.07652988551740021,81871,17.0,1628.4,-0.021824375184024348,0.3068619756058273,1621.2,25.333333333333332,1776.1633333333334,1525.0,114982.9,98289.46666666666,5638244
2010-03-23,4.130000114440918,-0.14409080518439693,0.06355757737459697,76253,16.0,1630.8,0.01242557528238907,0.3117917812885069,1623.6,24.733333333333334,1757.9766666666665,1541.0,116613.7,96138.23333333334,5714497
2010-03-24,4.105000019073486,-0.11129229648615685,0.05344666004947687,75399,15.0,1633.2,-0.006071687131811379,0.30985272361198307,1626.0,24.066666666666666,1741.1233333333334,1556.0,118246.9,93701.2,5789896
2010-03-25,3.9809999465942383,-0.1432282136839073,0.04291170080805216,86751,17.0,1635.6,-0.030672716947777443,0.31518499985741716,1628.4,23.433333333333334,1725.6033333333332,1573.0,119882.5,91978.76666666666,5876647
2010-03-26,3.871999979019165,-0.14289112733800372,0.031603589697579954,67942,21.0,1638.0,-0.027761866607291064,0.30710600310957736,1630.8,23.0,1711.4166666666667,1594.0,121520.5,89723.06666666667,5944589
2010-03-29,3.8420000076293945,-0.1420389930479984,0.022167889119667022,87640,16.0,1650.888888888889,-0.007778097663574413,0.29856491664110574,1633.2,22.4,1698.912962962963,1610.0,123171.38888888889,87675.03333333334,6032229
2010-03-30,3.973000049591065,-0.11925940452309214,0.012268418347445178,80173,15.0,1663.7777777777778,0.03352842298232946,0.3211607724999435,1635.6,21.833333333333332,1688.2805555555556,1625.0,124835.16666666667,85651.3,6112402
2010-03-31,3.86899995803833,-0.1583377295831314,0.0029396653546355806,114055,11.0,1676.6666666666667,-0.026525424441717065,0.3165078715470007,1638.0,21.2,1679.5194444444446,1636.0,126511.83333333334,86413.03333333334,6226457
2010-04-01,4.085999965667725,-0.07963116402652472,-0.004444155910034299,154510,8.0,1689.5555555555557,0.05457042312024885,0.3569002006777837,1650.888888888889,20.533333333333335,1672.6296296296298,1644.0,128201.3888888889,87612.23333333334,6380967
2010-04-05,4.276999950408936,-0.08761367205642723,-0.0108397270795928,108980,8.0,1702.4444444444443,0.045685329656933726,0.3850546112905431,1663.7777777777778,19.866666666666667,1667.611111111111,1652.0,129903.83333333334,88019.6,6489947
2010-04-06,4.0960001945495605,-0.09201185666867086,-0.021068062964225538,125892,7.0,1715.3333333333333,-0.043240882415290414,0.39418805772569326,1676.6666666666667,19.166666666666668,1663.7888888888888,1659.0,131619.1666666667,89614.06666666667,6615839
2010-04-07,4.019000053405762,-0.08952358691130999,-0.02984899665635603,115381,7.0,1728.2222222222222,-0.018977806479272004,0.3923755259155007,1689.5555555555557,18.4,1661.162962962963,1666.0,133347.3888888889,91238.5,6731220
2010-04-08,3.908999919891357,-0.19444832334356735,-0.03820531174018004,139300,11.0,1741.111111111111,-0.02775156243795261,0.3951733861653463,1702.4444444444443,17.733333333333334,1659.7333333333333,1677.0,135088.50000000003,92887.56666666667,6870520
2010-04-09,4.070000171661377,-0.17288275439856454,-0.044027091588402324,129795,15.0,1754.0,0.04036147531431286,0.4180704658291561,1715.3333333333333,17.2,1659.5,1692.0,136842.50000000003,94401.73333333334,7000315
2010-04-12,4.007999897003174,-0.19836561286338583,-0.04825059366740686,168495,10.0,1768.8,-0.015350703546992773,0.41660971283265424,1728.2222222222222,16.533333333333335,1660.5266666666669,1702.0,138611.30000000002,97710.5,7168810
2010-04-13,4.159999847412109,-0.1366939768127929,-0.051231971047133465,152067,11.0,1783.6,0.03722269950863737,0.4293888429606502,1741.111111111111,16.033333333333335,1662.7866666666666,1713.0,140394.90000000002,99784.86666666667,7320877
2010-04-14,4.198999881744385,-0.010146266519575195,-0.054776305010621355,163603,9.0,1798.4,0.009331335945861663,0.43012963320801845,1754.0,15.433333333333334,1666.28,1722.0,142193.30000000002,102383.33333333333,7484480
2010-04-15,3.984999895095825,-0.11498774613509502,-0.05927290550228022,162637,6.0,1813.2,-0.05230908762183511,0.4500733822962129,1768.8,14.733333333333333,1671.0066666666667,1728.0,144006.50000000003,105599.0,7647117
2010-04-16,4.039000034332275,-0.10801605266492172,-0.06357475932707636,123292,7.0,1828.0,0.013459859164051211,0.442155391138767,1783.6,14.1,1676.9666666666667,1735.0,145834.50000000003,106296.33333333333,7770409
2010-04-19,3.944000005722046,-0.10644725963015542,-0.06788729930449736,117500,12.0,1844.8,-0.023801706890255805,0.4450459764537754,1798.4,13.633333333333333,1684.2266666666667,1747.0,147679.30000000002,108050.6,7887909
2010-04-20,3.974999904632568,-0.10061429769397405,-0.0725279118097943,99489,11.0,1861.6,0.007829285923276084,0.44564822016861444,1813.2,13.3,1692.1333333333334,1758.0,149540.90000000002,109097.56666666667,7987398
2010-04-21,3.954999923706055,-0.09533906247735564,-0.07810889700534478,84897,11.0,1878.4,-0.005044142185375526,0.4456156567520505,1828.0,13.033333333333333,1700.686666666667,1769.0,151419.30000000002,109439.03333333334,8072295
2010-04-22,4.127999782562256,-0.008978229355617432,-0.08044384763980122,125222,11.0,1895.2,0.04281239357627541,0.4647148895773047,1844.8,12.8,1709.8866666666665,1780.0,153314.50000000003,110418.33333333333,8197517
2010-04-23,4.256999969482422,-0.009481132871141223,-0.08266947195024293,109555,11.0,1912.0,0.030771704171827917,0.4695241604845855,1861.6,12.6,1719.7333333333333,1791.0,155226.50000000003,110798.86666666667,8307072
2010-04-26,4.26200008392334,0.027430953781007218,-0.08446817331196353,84697,9.0,1928.4,0.001173873690279082,0.46901198578767467,1878.4,12.3,1730.2133333333334,1800.0,157154.90000000002,111725.13333333333,8391769
2010-04-27,4.216000080108643,0.025813498007097535,-0.08557501969255332,65528,12.0,1944.8,-0.010851723127332851,0.4698660701773251,1895.2,12.1,1741.1599999999999,1812.0,159099.7,110537.3,8457297
2010-04-28,4.270999908447266,0.02517170513927294,-0.08718620107819804,104357,14.0,1961.2,0.012961140183265668,0.47089442728532077,1912.0,12.033333333333333,1752.5733333333335,1826.0,161060.90000000002,110451.23333333334,8561654
2010-04-29,3.9800000190734863,-0.07045612177994542,-0.09148517526418459,191785,11.0,1977.6,-0.07056614633474836,0.5122884763727884,1928.4,11.9,1764.4533333333334,1837.0,163038.50000000003,114169.63333333333,8753439
2010-04-30,3.920000076293945,0.009923139332088875,-0.09243932967426627,109368,6.0,1994.0,-0.015190150823567502,0.49216599155912877,1944.8,11.633333333333333,1776.8,1843.0,165032.50000000003,112685.06666666667,8862807
2010-05-03,4.0,0.009433385831686498,-0.09247231560964222,79141,4.0,2013.4,0.0202026878547786,0.4921079443059675,1961.2,11.3,1789.7133333333334,1847.0,167045.90000000002,112852.5,8941948
2010-05-04,4.013000011444092,-0.026186802056122692,-0.09102355308269156,81142,3.0,2032.8,0.0032447330166437962,0.4884073585232482,1977.6,10.833333333333334,1803.1933333333332,1850.0,169078.7,112828.2,9023090
