Date,Close,Technical_Strength,Technical_Strength_Signal,Volume,Hdd,Inventory_Bcf,Return,Hist_Vol,Inventory_Bcf_lag3,Hdd_ma30,Inventory_ma30,Hdd_cumsum,Inventory_cumsum,Volume_ma30,Volume_cumsum
2010-05-05,3.990999937057495,0.008331742879791496,-0.08809644185637401,70781,4.0,2052.2,-0.005497283841048963,0.48703212662142037,1994.0,10.433333333333334,1817.2400000000002,1854.0,171130.90000000002,112645.8,9093871
2010-05-06,3.928999900817871,-0.026582527749054605,-0.0859947463309239,102828,6.0,2071.6,-0.01565689496276929,0.48866491214279506,2013.4,10.133333333333333,1831.8533333333332,1860.0,173202.50000000003,113560.1,9196699
2010-05-07,4.014999866485596,0.008606063165048061,-0.08327865842490971,86657,7.0,2091.0,0.021652398812109355,0.48500230839713354,2032.8,9.8,1847.0333333333333,1867.0,175293.50000000003,113556.96666666666,9283356
2010-05-10,4.170000076293945,0.09883780888732539,-0.0788995306013918,127282,14.0,2105.8,0.03787873996179454,0.4893121958345953,2052.2,9.566666666666666,1862.6266666666668,1881.0,177399.30000000002,115534.96666666666,9410638
2010-05-11,4.13100004196167,0.09416607893586917,-0.07457188673792042,92216,13.0,2120.6,-0.009396535534241522,0.48962916703579595,2071.6,9.466666666666667,1878.2837037037036,1894.0,179519.90000000002,115687.5,9502854
2010-05-12,4.283999919891357,0.09341725190616311,-0.0704117958849806,131549,11.0,2135.4,0.03636761531362721,0.49126321251774197,2091.0,9.333333333333334,1894.0044444444445,1905.0,181655.30000000002,117400.03333333334,9634403
2010-05-13,4.339000225067139,0.17277615760274326,-0.06444452665108034,173506,7.0,2150.2,0.012756824800946136,0.4842288830541196,2105.8,9.2,1909.7888888888888,1912.0,183805.50000000003,119381.73333333334,9807909
2010-05-14,4.311999797821045,0.16215267620391233,-0.058914472829208225,109172,5.0,2165.0,-0.006242171967769686,0.46033334102192053,2120.6,9.1,1925.637037037037,1917.0,185970.50000000003,117870.46666666666,9917081
2010-05-17,4.3979997634887695,0.2227437831333928,-0.05232846363462828,116913,6.0,2185.6,0.019748051636389412,0.4447168404491265,2135.4,9.033333333333333,1941.7422222222222,1923.0,188156.10000000003,118134.9,10033994
2010-05-18,4.3420000076293945,0.29644300493784453,-0.04431862157133681,107676,7.0,2206.2,-0.012814765142356114,0.4268401272576345,2150.2,9.033333333333333,1958.1044444444444,1930.0,190362.30000000005,117527.7,10141670
2010-05-19,4.1579999923706055,0.21867899733471502,-0.03792139001345619,106976,5.0,2226.8,-0.043300885612265395,0.4427257911673737,2165.0,8.966666666666667,1974.7237037037037,1935.0,192589.10000000003,117247.53333333334,10248646
2010-05-20,4.105999946594238,0.21735510050584156,-0.031569123306705256,112683,3.0,2247.4,-0.012584882010969455,0.436262176541088,2185.6,8.7,1991.6,1938.0,194836.50000000003,116360.3,10361329
2010-05-21,4.034999847412109,0.1799345425414216,-0.025924089765078935,84607,3.0,2268.0,-0.017443041684150985,0.4236641976799266,2206.2,8.3,2008.7333333333333,1941.0,197104.50000000003,114854.03333333334,10445936
2010-05-24,4.017000198364258,0.16742323922722366,-0.020642661301952005,62436,3.0,2285.8,-0.004470859147491113,0.42147067450886017,2226.8,8.066666666666666,2025.9666666666667,1944.0,199390.30000000002,111318.73333333334,10508372
2010-05-25,4.051000118255615,0.18873821564682172,-0.014996795279711227,46069,3.0,2303.6,0.008428388653924198,0.40744608244591435,2247.4,7.8,2043.3,1947.0,201693.90000000002,107785.46666666666,10554441
2010-05-26,4.15500020980835,0.1959064147778233,-0.00983600607301307,108945,2.0,2321.4,0.025348685390538646,0.41353514254056517,2268.0,7.566666666666666,2060.733333333333,1949.0,204015.30000000002,105963.53333333334,10663386
2010-05-27,4.294000148773193,0.27876647752340233,-0.0030781039480378214,92962,2.0,2339.2,0.032906255300548776,0.39377698617714557,2285.8,7.433333333333334,2078.266666666667,1951.0,206354.50000000003,103641.03333333334,10756348
2010-05-28,4.341000080108643,0.24271311203736512,0.003099854610924154,99760,2.0,2357.0,0.01088602066806668,0.39322415429838015,2303.6,7.266666666666667,2095.9,1953.0,208711.50000000003,102856.63333333333,10856108
2010-06-01,4.248000144958496,0.2525113629773455,0.008870750468129983,98911,1.0,2381.75,-0.02165643670783995,0.3920291744383476,2321.4,6.9,2113.798333333333,1954.0,211093.25000000003,102237.0,10955019
2010-06-02,4.423999786376953,0.23074536033509757,0.014769501135788241,111384,1.0,2406.5,0.04059589786914846,0.4071296400452165,2339.2,6.566666666666666,2131.9616666666666,1955.0,213499.75000000003,102633.5,11066403
2010-06-03,4.690000057220459,0.2965658526346897,0.023582634292169974,173310,1.0,2431.25,0.05838837872598689,0.4359588368792614,2357.0,6.233333333333333,2150.39,1956.0,215931.00000000003,105580.6,11239713
2010-06-04,4.796999931335449,0.376054766150411,0.03332957554490133,164532,1.0,2456.0,0.02255811354715346,0.4247774655353091,2381.75,5.9,2169.0833333333335,1957.0,218387.00000000003,106890.93333333333,11404245
2010-06-07,4.915999889373779,0.3921807786383396,0.04403775539134627,149432,2.0,2473.2,0.024504460994622827,0.4218524478507436,2406.5,5.6,2187.79,1959.0,220860.20000000004,108220.16666666667,11553677
2010-06-08,4.808000087738037,0.39775659738153984,0.05485070988573714,151091,2.0,2490.4,-0.02221395371923842,0.42898386550169365,2431.25,5.366666666666666,2206.523333333333,1961.0,223350.60000000003,110433.3,11704768
2010-06-09,4.677000045776367,0.16463817961903415,0.060984253339077796,116519,2.0,2507.6,-0.02762432694995186,0.436720438973286,2456.0,5.033333333333333,2225.2833333333333,1963.0,225858.20000000004,112133.0,11821287
2010-06-10,4.646999835968018,0.0749870113319014,0.06486918165617767,146720,2.0,2524.8,-0.006435073726925956,0.4366713058921315,2473.2,4.633333333333334,2244.0699999999997,1965.0,228383.00000000003,113545.1,11968007
2010-06-11,4.781000137329102,0.05202053819959178,0.06907634701183213,100403,2.0,2542.0,0.028427943563522053,0.38308777947800887,2490.4,4.333333333333333,2262.883333333333,1967.0,230925.00000000003,110499.03333333334,12068410
2010-06-14,5.00600004196167,0.13983958497208404,0.0734657619918043,137618,1.0,2558.6,0.04598744302396332,0.39439277679535784,2507.6,4.166666666666667,2281.7033333333334,1968.0,233483.60000000003,111440.7,12206028
2010-06-15,5.189000129699707,0.13748761650542857,0.07796778776304142,139488,1.0,2575.2,0.03590382398887018,0.40112958025495743,2524.8,4.066666666666666,2300.4300000000003,1969.0,236058.80000000005,113452.26666666666,12345516
2010-06-16,4.978000164031982,0.13917592967620543,0.08259154348993894,118021,1.0,2591.8,-0.04151278848394567,0.4265630004452569,2542.0,4.0,2319.0633333333335,1970.0,238650.60000000003,114681.56666666667,12463537
2010-06-17,5.162000179290772,0.13795245585568988,0.08714106434527893,148765,1.0,2608.4,0.036295899132450675,0.43291787653174996,2558.6,3.9,2337.6033333333335,1971.0,241259.00000000003,117281.03333333334,12612302
2010-06-18,4.997000217437744,0.15825246272214494,0.09419508006659319,90592,1.0,2625.0,-0.03248636015350891,0.44371702263248447,2575.2,3.7333333333333334,2356.05,1972.0,243884.00000000003,116873.16666666667,12702894
2010-06-21,4.873000144958496,0.011516808601241052,0.09788307132658929,126783,1.0,2636.8,-0.02512798226707523,0.4518629391359223,2591.8,3.533333333333333,2374.2433333333333,1973.0,246520.80000000002,118210.7,12829677
2010-06-22,4.75600004196167,0.011294567632428117,0.10207627493650558,109470,0.0,2648.6,-0.024302805957222423,0.45022342523103814,2608.4,3.066666666666667,2392.3366666666666,1973.0,249169.40000000002,117616.96666666666,12939147
2010-06-23,4.803999900817871,0.010668625077987179,0.10502352697432117,101329,0.0,2660.4,0.010041895920571824,0.4485755135832711,2625.0,2.6333333333333333,2410.3300000000004,1973.0,251829.80000000002,117920.73333333334,13040476
2010-06-24,4.748000144958496,-0.07204966183278218,0.10378545906805703,72922,0.0,2672.2,-0.01172537629414396,0.4409725276162081,2636.8,2.2666666666666666,2428.2233333333334,1973.0,254502.00000000003,115966.5,13113398
2010-06-25,4.861000061035156,-0.06958305681086402,0.10469355285454167,66231,0.0,2684.0,0.02352068334155464,0.4440440866364184,2648.6,2.033333333333333,2446.016666666667,1973.0,257186.00000000003,112390.66666666667,13179629
2010-06-28,4.7170000076293945,-0.06805197740685852,0.10549283435970291,78326,0.0,2699.4,-0.030071184699859154,0.4539803064786884,2660.4,1.8666666666666667,2463.83,1973.0,259885.40000000002,111362.46666666666,13257955
2010-06-29,4.547999858856201,-0.06975837792700851,0.10622661199376587,98804,1.0,2714.8,-0.03648546106551723,0.4650648849598978,2672.2,1.7,2481.47,1974.0,262600.2,110758.83333333333,13356759
2010-06-30,4.616000175476074,-0.1060042391070982,0.10611881316550338,92607,1.0,2730.2,0.014841022366512682,0.46477245844540316,2684.0,1.5,2498.9366666666665,1975.0,265330.4,110256.53333333334,13449366
2010-07-01,4.854000091552734,0.16417773102305502,0.1113091490355116,138080,1.0,2745.6,0.05027455894516105,0.46457552829246385,2699.4,1.3666666666666667,2516.23,1976.0,268076.0,111293.33333333333,13587446
2010-07-02,4.686999797821045,0.10085241395217905,0.11350576190166752,95150,1.0,2761.0,-0.03501045036124965,0.476414038237157,2714.8,1.3,2533.35,1977.0,270837.0,110708.9,13682596
2010-07-06,4.682000160217285,0.103005439158132,0.11575549334225299,111455,0.0,2781.0,-0.0010672725158993495,0.4722320942919623,2730.2,1.2,2550.45,1977.0,273618.0,111603.83333333333,13794051
2010-07-07,4.565000057220459,0.057095224162165566,0.11634877874987615,97657,0.0,2801.0,-0.025306876707023286,0.47964988177597834,2745.6,1.1,2567.6233333333334,1977.0,276419.0,112777.86666666667,13891708
2010-07-08,4.39900016784668,-0.1049085460308689,0.11373433786911682,125606,0.0,2821.0,-0.03704124605930751,0.4941043469086333,2761.0,1.0,2584.8700000000003,1977.0,279240.0,115429.1,14017314
2010-07-09,4.401999950408936,-0.11963199332547793,0.11083826389982182,72604,0.0,2841.0,0.0006816913164679698,0.48944967785622,2781.0,0.9333333333333333,2602.19,1977.0,282081.0,114217.73333333334,14089918
2010-07-12,4.388000011444092,-0.11116104325817944,0.11002416547025713,67874,0.0,2851.4,-0.0031854268176677485,0.48069729195227157,2801.0,0.8666666666666667,2619.2633333333333,1977.0,284932.4,113381.46666666666,14157792
2010-07-13,4.354000091552734,-0.2640098336856527,0.1045455060099023,110325,0.0,2861.8,-0.007778561181400912,0.48031149239391824,2821.0,0.8,2636.0899999999997,1977.0,287794.2,113733.63333333333,14268117
2010-07-14,4.306000232696533,-0.24428851634775609,0.09947106796631344,91294,0.0,2872.2,-0.011085530857387775,0.4771172336584011,2841.0,0.7666666666666667,2652.438333333333,1977.0,290666.4,113479.73333333334,14359411
2010-07-15,4.585999965667725,-0.17126978731802503,0.0965694082610754,187328,0.0,2882.6,0.06299872396715207,0.49748019077665595,2851.4,0.7333333333333333,2668.3083333333334,1977.0,293549.0,116011.2,14546739
2010-07-16,4.519000053405762,-0.1696271260953401,0.09301023088157276,113667,0.0,2893.0,-0.014717434702198882,0.4687419393332619,2861.8,0.7,2683.7,1977.0,296442.0,114023.1,14660406
2010-07-19,4.510000228881836,-0.15845682359333774,0.0903727449646871,91179,0.0,2898.2,-0.0019935379827527317,0.46328045445148214,2872.2,0.6666666666666666,2698.44,1977.0,299340.2,111578.0,14751585
2010-07-20,4.590000152587891,-0.08176372043376365,0.08856534929271087,120798,0.0,2903.4,0.01758285305156403,0.460256587732659,2882.6,0.6,2712.78,1977.0,302243.60000000003,110623.53333333334,14872383
2010-07-21,4.513000011444092,-0.11812941205813557,0.08422600487380166,120951,0.0,2908.6,-0.016917933935332443,0.4585167868315366,2893.0,0.5333333333333333,2726.72,1977.0,305152.2,109618.86666666667,14993334
2010-07-22,4.64300012588501,-0.12057882708978845,0.0799311067532885,144101,0.0,2913.8,0.02839861276997441,0.46017440044741886,2898.2,0.4666666666666667,2740.26,1977.0,308066.0,110538.26666666666,15137435
2010-07-23,4.579999923706055,-0.14946266119044843,0.07507350849135626,78012,0.0,2919.0,-0.013661754682617634,0.46149413237117887,2903.4,0.4,2753.4,1977.0,310985.0,108248.0,15215447
2010-07-26,4.611999988555908,-0.14347426875214028,0.0687484999642586,77179,0.0,2924.6,0.006962618457412901,0.4539399853865059,2908.6,0.3333333333333333,2766.1533333333336,1977.0,313909.6,107473.86666666667,15292626
2010-07-27,4.675000190734863,-0.07116938387265738,0.0640820587627272,65649,0.0,2930.2,0.01356760361411099,0.43393949808356924,2913.8,0.3,2778.54,1977.0,316839.8,105074.9,15358275
2010-07-28,4.77400016784668,-0.0740401237632448,0.05814638062479445,159054,0.0,2935.8,0.02095535953558725,0.42457099006944204,2919.0,0.26666666666666666,2790.56,1977.0,319775.6,105727.1,15517329
2010-07-29,4.827000141143799,-0.09250768021879587,0.05036736692166164,129643,0.0,2941.4,0.011040622843697898,0.40997871727839097,2924.6,0.23333333333333334,2802.213333333333,1977.0,322717.0,106114.5,15646972
2010-07-30,4.922999858856201,0.008308483082224266,0.04615995663661183,89511,0.0,2947.0,0.019692886186945213,0.399535577576811,2930.2,0.2,2813.5,1977.0,325664.0,104139.36666666667,15736483
2010-08-02,4.701000213623047,0.02812205074950085,0.04237529564148502,117300,0.0,2954.4,-0.04614277462174496,0.4105246603024233,2935.8,0.16666666666666666,2824.48,1977.0,328618.4,105029.63333333333,15853783
2010-08-03,4.638999938964844,-0.06620236039247475,0.037452557582807085,127994,0.0,2961.8,-0.013276484871393499,0.406145230543501,2941.4,0.13333333333333333,2835.313333333333,1977.0,331580.2,105070.0,15981777
2010-08-04,4.736999988555908,-0.04511574932560216,0.03320177781175057,94561,0.0,2969.2,0.020905208913077785,0.4053591639824528,2947.0,0.13333333333333333,2846.0,1977.0,334549.4,104573.03333333334,16076338
2010-08-05,4.5980000495910645,0.009613393726895075,0.029619281373352034,142432,0.0,2976.6,-0.02978258439937509,0.4130324356498037,2954.4,0.13333333333333333,2856.54,1977.0,337526.0,105943.13333333333,16218770
2010-08-06,4.4670000076293945,0.009598274944778766,0.025893118576691142,119806,0.0,2984.0,-0.028904393048417593,0.4196895773926533,2961.8,0.13333333333333333,2866.9333333333334,1977.0,340510.0,107505.93333333333,16338576
2010-08-09,4.309000015258789,-0.07152952754422308,0.018887198475338634,181971,0.0,2989.8,-0.0360111819030827,0.4236393657361592,2969.2,0.13333333333333333,2877.1266666666666,1977.0,343499.8,111363.93333333333,16520547
2010-08-10,4.296999931335449,-0.0663789174629686,0.012705357885331961,146485,0.0,2995.6,-0.0027887733616356993,0.4163766962560005,2976.6,0.13333333333333333,2887.0,1977.0,346495.39999999997,113635.9,16667032
2010-08-11,4.326000213623047,-0.1351751282350604,0.004951628061083842,130794,0.0,3001.4,0.006726288098850944,0.40495523587066196,2984.0,0.1,2896.5533333333337,1977.0,349496.8,114702.23333333334,16797826
2010-08-12,4.296000003814697,-0.12705177551490066,-0.002204314655916122,138181,0.0,3007.2,-0.006959018817531745,0.4021516548062286,2989.8,0.06666666666666667,2905.786666666667,1977.0,352504.0,116221.36666666667,16936007
2010-08-13,4.328000068664551,-0.11741153420194383,-0.010483862392648792,75810,0.0,3013.0,0.00742119931484383,0.37138345064194106,2995.6,0.03333333333333333,2914.7,1977.0,355517.0,114145.7,17011817
2010-08-16,4.228000164031982,-0.15017174072762532,-0.02100839253020952,111619,0.0,3021.2,-0.023376450604791828,0.3643581199684381,3001.4,0.0,2923.3733333333334,1977.0,358538.2,114694.66666666667,17123436
2010-08-17,4.267000198364258,-0.19391516900210934,-0.0327303114830185,109255,0.0,3029.4,0.009181943889272352,0.3661434965330501,3007.2,0.0,2931.6533333333336,1977.0,361567.60000000003,114621.33333333333,17232691
